-121.9966373,37.4142983,0.0740000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966384,37.4142981,0.0810000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966382,37.4142983,-0.0100000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966376,37.4142982,0.0070000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966377,37.4142967,0.0270000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966372,37.4142977,-0.0100000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966377,37.4142982,0.0140000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966389,37.4142983,0.0320000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966375,37.4142981,0.1380000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966370,37.4142980,0.1080000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966366,37.4142978,0.1800000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966367,37.4142978,0.0980000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966377,37.4142984,0.0770000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966370,37.4142981,0.1370000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966357,37.4142982,0.1880000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966364,37.4142977,0.2070000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966360,37.4142973,0.2090000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966362,37.4142972,0.1290000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966374,37.4142972,0.1210000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966370,37.4142978,0.1350000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966361,37.4142987,0.1440000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966369,37.4142984,0.0850000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966358,37.4142982,0.0170000,0.0000000,0.0000000,-0.0000000,360.0000000
-121.9966366,37.4142985,-0.0110000,0.0000000,0.0000000,-0.0000000,360.0000000
